,Agent,sample_id,sample_size,sample,mu,sd
13,0,13,21,"[0.8907070288589998, 1.1478824975475503, 1.402975601852946, 1.0670271404076872, 0.9615406921693368, 1.2472464549464082, 1.025019363290458, 1.242592742904495, 1.0482983422842103, 1.135241713245161, 1.4746221988417487, 1.129444467406771, 1.0709604966213462, 0.8596152684843434, 1.2450992670686831, 1.258305887959688, 0.5812809217144613, 1.0433076565700312, 0.7550638008925834, 1.0543563923967465, 1.3545111413715283]",1.1191304446158816,0.20850924392417194
14,0,14,26,"[1.301366789773317, 0.9603522717032881, 1.1072437050482917, 0.9276891265929665, 0.9968933208748757, 1.2105891531428041, 1.3669936927109454, 1.1815778248683768, 1.253918149458422, 1.2638504284886811, 0.9622410501791965, 1.026789112538275, 0.5458746285787134, 1.5023683340890637, 0.8040327786107586, 1.2428907416385675, 1.144912176190046, 0.823673423721548, 1.1665723041896003, 0.9350257897813157, 0.8422965717166715, 0.9539657522913061, 1.133589418674086, 1.166349032670626, 0.7608341546642357, 0.9792736060334117]",1.1191304446158816,0.20850924392417194
15,0,15,20,"[1.3054573708073736, 1.0650125101522565, 1.2127029472891495, 0.8254847485805856, 1.265446482842138, 1.3001081664591443, 1.0732021276880304, 1.0097559815868213, 1.0191778259228668, 1.0442498789333572, 1.2065063678899761, 1.3121543677843492, 0.8028073438498782, 1.4862082655139086, 0.8038583892919897, 1.3488479731168064, 1.2699721349874034, 1.1254240101377067, 1.0200873175827108, 1.4125874827411853]",1.1191304446158816,0.20850924392417194
16,0,16,23,"[1.0511269824567693, 1.0373199517013354, 1.0301087063110699, 0.7809957631730442, 1.1225456413327228, 1.0843125281393016, 1.2621965934893618, 1.2996134898171343, 1.3644357531790965, 1.0469023608307695, 0.9550625249824019, 1.112792012917282, 0.8951700719340551, 1.3542705174947987, 1.0502919341847314, 1.300996752743882, 1.0488086053077237, 1.1439109202111557, 0.665054204435815, 1.1974078245036315, 1.3774239616934247, 1.1268065468269135, 0.8622420510166278]",1.1191304446158816,0.20850924392417194
17,0,17,26,"[1.079393251104516, 1.4352718729523604, 0.7760171991170761, 1.2389298358788674, 1.1798984662656826, 1.0539346805861134, 0.9669820224316815, 0.9670317356964566, 1.2308057961263072, 0.8670034148391867, 1.029913177451716, 1.031641709664918, 1.4528271399934654, 1.2369993185242578, 1.147083560373243, 1.3121278894801232, 0.9811226137443998, 0.9764581469469218, 1.3158378718426609, 1.3819042175898668, 1.1268258043398516, 1.1848616487438808, 1.4358607790416293, 0.8468412988622294, 1.0515293607091833, 0.9666123669687662]",1.1191304446158816,0.20850924392417194
18,0,18,27,"[1.1996388016057036, 1.4405262937317016, 1.352855028779654, 1.157776627797845, 1.2955819166055058, 1.313327314491981, 0.963778545373267, 1.0258066603424967, 0.92303953932165, 1.207269060348782, 0.7515404306461646, 0.9707099552902205, 0.8104591343407748, 1.7037869202221345, 0.9687845011249299, 0.88899642868116, 1.3078843741437336, 1.1871724521737255, 1.3232619684980857, 1.331485544252636, 1.125020823992475, 1.2892469885769071, 1.1779198602122398, 1.4745552290295176, 1.3199189107274023, 1.022761930750679, 1.261653013401374]",1.1191304446158816,0.20850924392417194
19,0,19,20,"[1.1276783374822366, 1.2409548605180634, 0.7670689925763243, 1.426737641098582, 1.246292966945782, 1.099736592251885, 1.2892204173919124, 1.2457842362298965, 0.8422450566294999, 0.9820962353711179, 1.0344708886857403, 0.8890255190533162, 1.0175053091938573, 0.9243329856189731, 1.2442236976492023, 1.1885767327246028, 1.338463966994228, 1.3134456613238639, 1.1577087077865513, 1.4682227079387609]",1.1191304446158816,0.20850924392417194
20,0,20,22,"[0.9630266902376627, 0.758640415268205, 1.3812959900916049, 1.2210990859815212, 1.1805453753619592, 0.9167130632658079, 1.134128547724286, 1.0628013439682111, 0.8033583745851955, 1.033011421616246, 1.1335120027968708, 0.5162685625167255, 1.1292417525255978, 1.5486163220923466, 1.3802863279990596, 0.9896140144468966, 1.1904217834845823, 0.9466845397798356, 1.2850250063599757, 1.211875428308582, 1.1696193904506187, 1.2217989584422493]",1.1191304446158816,0.20850924392417194
21,0,21,25,"[0.7725732448699595, 1.2064726946134017, 1.3408780403249905, 1.2001466281625337, 0.913039603827104, 1.0969394021053327, 0.6716199772345219, 1.1924211938917921, 1.2306380608657321, 1.239480743447341, 0.9669247716028522, 0.8868725142347538, 0.925558423975553, 1.4494487142691885, 0.93269942782478, 1.1008777834952286, 0.9006872797810661, 0.7707212058651598, 1.2826959951560433, 1.0331874634291984, 0.8845556067075225, 1.1803296387197684, 1.3004257447102028, 1.0280289285637652, 1.1042756357512122]",1.1191304446158816,0.20850924392417194
22,0,22,21,"[1.0891686409692705, 0.842825332760188, 1.207376784178796, 1.159280091702998, 1.4171558812702458, 1.5894809383889847, 0.8746985183303958, 0.9377887113196122, 0.6416399384845702, 1.3328148124398735, 1.1819055928250153, 0.850639973767751, 1.1097802391750626, 0.937549158606563, 1.4194684274048546, 0.627805564730974, 1.0770495372627948, 1.2789241036441243, 1.1672748773060866, 1.0694305227740903, 1.0168663101926914]",1.1191304446158816,0.20850924392417194
23,0,0,24,"[2.1558728834235006, 2.109008522833919, 2.269701004643685, 2.1798929127345095, 2.2627062153582282, 1.5460217834154824, 1.9400961426567878, 2.296160892013991, 2.7605396330075394, 1.8003634900422099, 2.182912749504291, 2.1985527113566623, 1.5004634962499763, 2.220795128582795, 1.8156511353774163, 1.888308949209963, 2.144420048127532, 2.1667586844385043, 1.8938750824734114, 1.3786059069422434, 2.6210769763705577, 1.594346164764825, 2.4978350513688055, 1.145900052833754]",1.9843371199400597,0.30672606489915466
24,0,1,27,"[2.1708462961120136, 1.765105219442933, 2.5138350798963853, 1.1425057113795174, 1.7804314050233156, 2.2659557412572138, 1.9106830348486665, 2.270040896241529, 1.9827479560306898, 1.7489327027702628, 2.267332745222098, 1.8163138645727976, 2.061853009061467, 1.5265612888147948, 1.77632140788262, 1.7329214843041294, 2.3602259453236116, 2.110029043384328, 1.6448288997646332, 2.188583477680983, 1.9991014678989913, 1.870229865920056, 2.196250563198576, 2.157875609271337, 2.122409733416693, 2.046315645489536, 2.2018723257079507]",1.9843371199400597,0.30672606489915466
25,0,2,21,"[2.0433205062921487, 2.0075079991320095, 2.26810065265943, 1.7623189316088843, 2.128277847970838, 1.8803514499747258, 1.5088723602981344, 2.204888804636141, 2.0279897759841132, 1.9679517358944814, 1.7663562964945572, 1.4953966129526917, 1.7189414992496057, 1.9363982874190655, 2.243330165093564, 2.0269686662822806, 2.1425715142445925, 1.9680922913860075, 2.4663469191861536, 2.335234001877427, 1.8842779733441215]",1.9843371199400597,0.30672606489915466
26,0,3,27,"[1.788581731855158, 2.210541478971322, 2.0495890267023182, 1.883650829073791, 1.648797766701687, 2.064173058055404, 1.836618771090919, 1.4517746304946275, 2.0386314975438857, 1.7937014671356917, 2.225004704697467, 1.8287520170606089, 1.9194510648869119, 1.3351907192854309, 2.3530759050245553, 1.784242292673152, 2.3104895882047334, 1.2136556418972213, 1.5561206133850634, 1.853926443385642, 2.1476495253195624, 2.3361488833051673, 2.2297393470278886, 1.4537101328672812, 1.890819827056191, 2.3575624334365908, 1.886566869936177]",1.9843371199400597,0.30672606489915466
27,0,4,26,"[2.166013526562567, 1.991447363682776, 2.300974384894908, 1.4577132071734948, 2.0133287301100347, 2.1274850411778026, 2.2828134657246477, 2.2238934055166064, 1.6819057740997478, 1.746561345828613, 2.27801881843491, 2.561931160442627, 1.5515463211698763, 1.7503328059292418, 1.9525059731023962, 1.5787054178125386, 1.6869542668435344, 2.2076026143333496, 2.493214866524303, 1.62437950504234, 2.0260696253989967, 2.1839318185347536, 1.9640686442694546, 2.01398961715811, 2.279531886677174, 2.3652766399188305]",1.9843371199400597,0.30672606489915466
28,0,5,20,"[2.2639885107286486, 1.7137319198188026, 1.7799780151153834, 1.9032477834368422, 2.437242606725792, 1.959853322663432, 2.129911685773146, 2.1118810688774206, 1.9047973336380513, 1.7494756000137694, 1.7962165264523269, 2.0505639364859887, 1.7400706035239257, 1.8856572552314628, 2.39591483682683, 2.732356882528741, 1.8239063968038136, 1.763379893336921, 2.1039211312370623, 2.297699539003652]",1.9843371199400597,0.30672606489915466
29,0,6,28,"[1.943366504381557, 2.1603063239483413, 1.3895987447190254, 1.9282314803688705, 1.940981082470054, 2.3353081672654388, 1.744300240534458, 1.4533620504124558, 2.067764615190865, 2.2622689744420383, 2.546103199873844, 1.7693547138699715, 2.3943129945804547, 1.8906373978700661, 1.8650936585014484, 1.7166264325587741, 1.7276639796137112, 2.013663984320355, 1.6454566751792656, 1.7127177913278644, 2.3603618189850035, 1.7192623819010744, 1.8084430602638455, 1.5400159503288287, 2.1821141478421824, 2.650035341724519, 2.469501111964572, 1.7827903160358793]",1.9843371199400597,0.30672606489915466
30,0,7,23,"[1.7899535007830476, 1.9929739998072409, 2.2706620146817587, 1.9059422684204845, 1.670706955544192, 1.6404274326946173, 2.3254714766998523, 1.9127416585620303, 1.735159260271647, 2.3153078820881046, 2.3145964990732164, 1.810413832600977, 1.9219020274908833, 1.9588943803052277, 2.251376039582653, 1.7744536919726952, 2.3307551513681037, 2.341535600032352, 2.3208267255621755, 2.249077264819524, 1.9244536382141395, 1.9023603075778068, 2.2695409382563208]",1.9843371199400597,0.30672606489915466
31,0,8,22,"[1.665045403917923, 1.8848458917761395, 2.184157008905406, 2.372529193998725, 1.881084153337587, 1.9144308495267177, 2.2383042106539204, 2.1731610279623563, 1.9277138594700391, 2.675193211123836, 2.69755372958382, 2.035013227155414, 1.590155133438953, 2.0987915498319265, 1.7299750408441459, 1.524735351808968, 1.9436795775975042, 1.9321256445306694, 1.6299515545094707, 1.9968755412407317, 2.123880601790907, 1.5543071007985905]",1.9843371199400597,0.30672606489915466
32,0,9,24,"[1.909352499802821, 1.9361553343796922, 2.3577008291401143, 1.4241306526168551, 2.6002057763082456, 2.6322399950421973, 1.8518300602462254, 1.8341785874015042, 2.2201202493807224, 2.4972470479457867, 1.978870903950245, 1.6785255543512476, 1.995045852211462, 1.865879197567446, 2.4441986117299717, 1.8023367110377677, 2.1359826792581083, 2.0583037097822174, 1.6262494426177612, 2.1159246853092193, 1.4154952054355974, 2.4834863695792624, 2.066871836659301, 1.3925179646056294]",1.9843371199400597,0.30672606489915466
33,0,10,23,"[1.5939506250683646, 1.8166189389515128, 1.3718129989892636, 1.7390701684558203, 2.2300604138200035, 1.7550250608817517, 1.8313430954224803, 2.262121205880526, 1.238573147883274, 1.8723584416289933, 2.077932425125808, 1.5842049255281974, 2.1756713161811914, 1.5448954846972267, 2.3359909605216123, 2.018409432218071, 1.3470270787145577, 2.0505832859434157, 1.7632776911732744, 1.5267100997010346, 1.567520382227332, 1.8835292906746874, 1.8954806091089147]",1.9843371199400597,0.30672606489915466
34,0,11,26,"[1.375970380575445, 2.440990648156625, 1.7225793656231172, 2.334282817484792, 2.266734101995691, 2.084618779272949, 1.9628015825537646, 2.1209464194971486, 1.9728925433553026, 2.0365159435627986, 2.434874463172793, 2.3013894295856874, 1.990643657030296, 2.389593963576816, 2.253493521685649, 1.8157984267226688, 1.9741098977023146, 1.7063934791862434, 2.502378779433918, 1.6587578814097468, 2.471737333653648, 2.3388453003526477, 1.581570228770329, 1.99411868864696, 1.8542375764168435, 2.1088344431000876]",1.9843371199400597,0.30672606489915466
35,0,12,21,"[1.3606102631249788, 1.5049373759186984, 2.0253819369886714, 2.038819327904049, 1.905422643432797, 1.3441727597191533, 2.099770579571745, 2.5612988216885535, 2.163989125310718, 2.6014372955470586, 2.0047049156395063, 2.091341549232999, 1.891144194299649, 1.495933515039344, 2.088598360934875, 1.9398644408484063, 1.7125383489173915, 1.8273344095721884, 1.764338538538389, 2.2492019541515376, 2.500964355103757]",1.9843371199400597,0.30672606489915466
36,0,13,24,"[2.0691681748431, 1.9745919549458133, 1.6746428136862825, 2.246927378031244, 2.0683960324396176, 2.40214309100155, 2.042832301778625, 1.8732528756701416, 1.7680765250793786, 2.3213437529149177, 2.3535332016615094, 2.3599728346261672, 1.6742140326919746, 2.0795410517591937, 1.9487040970695348, 2.5441852446322635, 2.1183452642501526, 2.4379291252859034, 1.78106871163965, 1.5942741030357857, 1.707362996120977, 2.223803590843154, 2.163176424903612, 2.194229571318252]",1.9843371199400597,0.30672606489915466
37,0,14,25,"[1.3656160140319802, 2.399234450443592, 2.0907126255768054, 1.939160379506879, 1.9086166727029952, 2.179637518923612, 2.3522321417548064, 2.240824330048181, 2.2652306392525157, 2.90413309380531, 1.0362664208331398, 2.3253486996304154, 2.120870978455487, 2.4260332653518173, 2.0058803451071863, 1.7601552718052278, 2.0951737223100246, 2.3924264429933695, 2.0238976399771866, 2.1274464481291715, 1.9882297437984533, 1.9015177314683145, 1.914545964337775, 1.7623348048314027, 2.1154617435563603]",1.9843371199400597,0.30672606489915466
38,0,15,24,"[1.9644116266122233, 1.6473022713550183, 1.7729093008421242, 2.0489588805403374, 2.062306660179307, 2.2387124352720305, 1.9572948717783243, 2.2263899734758907, 1.656021870218678, 2.155993775266567, 1.818190283854932, 1.9443356470782474, 2.067402337264917, 1.7425142805016747, 2.079706738217893, 2.0240468695333673, 2.0020594258011117, 1.9494044956084544, 2.083626628347917, 2.2439108424827596, 1.673311719016512, 1.9939996467860588, 2.0484447149697957, 2.105374352365768]",1.9843371199400597,0.30672606489915466
39,0,16,24,"[2.339823267984316, 2.5804869030014967, 1.9532787356522123, 1.7636177372588928, 1.5721719921741952, 2.3358963271443316, 2.47472851249981, 2.0917176532068593, 1.8162042230987714, 1.966703531555385, 1.8928837981154065, 1.7573442450824586, 2.225562483779735, 1.758182750821864, 1.4770247912106207, 2.528797077126439, 2.045490750522877, 1.4484894381199447, 2.1491077055908074, 2.0755290362220857, 2.3482926323863382, 2.1140315941867516, 1.7376493034026699, 2.0201378403212717]",1.9843371199400597,0.30672606489915466
40,0,17,25,"[2.7910344683130743, 1.5095330317441917, 2.6816039354758625, 2.197002100080279, 2.0989118201318684, 2.1378026494331253, 1.956019919467819, 2.5298229553852303, 1.8453085840667576, 1.8979670138317177, 1.0931760137561322, 1.5324113999437772, 2.154033817783543, 1.7826019654124716, 1.5916840390006466, 1.6134943356488636, 1.344757875370748, 1.7559213370674236, 1.7149431098523427, 2.083024653036771, 2.1388248315524314, 2.05726087743176, 1.8042203195210904, 2.1036044943501584, 1.7908166203750633]",1.9843371199400597,0.30672606489915466
41,0,18,25,"[1.8275384045599101, 1.8886667459752677, 1.3047646800637427, 1.839872491845399, 1.847366817693021, 1.901477369628457, 1.6393531645524133, 1.8512119174196784, 1.6599468490001992, 2.458324196023432, 1.9464416327675538, 1.7709638947947055, 2.1586573287888853, 1.6000882636821574, 2.2850029240514753, 2.0085870863850688, 2.0382411498879227, 2.3810640139665264, 1.5172538608613049, 1.8383609009102169, 2.113194285156224, 2.253400122339325, 2.1500912602356927, 1.848094763112355, 2.110857718685325]",1.9843371199400597,0.30672606489915466
42,0,19,29,"[1.5534613230060916, 2.368506884472825, 1.8994055338997786, 1.962218666945138, 1.7889458814447448, 1.6773760782415716, 1.8150916012625744, 2.6680808425160008, 2.2650989320387778, 2.233533320062082, 2.0478474226983594, 2.1622588790582924, 1.815446904945461, 1.6882101032707149, 2.380026133972672, 2.0885023061909616, 2.3303885756794696, 1.534033312724302, 1.8174564998273146, 2.0505672816551637, 1.9073920209296806, 1.6658217170805019, 1.756827946884556, 1.7609428388452144, 1.7562141942578329, 1.5499947179359093, 2.1579290644136933, 1.908502184740269, 2.0901107734770465]",1.9843371199400597,0.30672606489915466
43,0,0,22,"[1.8411630307798739, 1.623658140949025, 1.6021831475087505, 1.844247641430765, 1.658598302981507, 1.9038098276759114, 1.5226196728058716, 1.8796391660241594, 1.7321752097410354, 1.7428748617282472, 1.995915670335099, 1.5995943671034496, 1.83997954234294, 1.611208406574962, 1.7821884400722368, 1.9356418485137037, 1.7069494930585396, 1.9761872153467899, 1.6709651483513557, 1.805355382209681, 2.1277471757569484, 1.621270332150806]",1.7927068690893273,0.13075876022401034
44,0,1,25,"[1.674080293498155, 1.5584196261135608, 1.809440304945562, 1.7395176144293125, 1.9291361031938528, 1.8471658854904245, 1.7819917866012094, 1.7550920300639012, 1.6359217587876225, 1.9531026015729247, 1.6830990824922407, 1.729280501594432, 1.6471849781052568, 1.7018200959987633, 1.7459942152477665, 1.8768937295693677, 1.8150924776201713, 1.9548691630391266, 1.8283002167098619, 1.6819876869056052, 1.804942097269642, 1.6051920756725462, 1.90372189444022, 1.7752392629823306, 1.7556156475215996]",1.7927068690893273,0.13075876022401034
45,0,2,21,"[1.6972880867442102, 1.7735320026120325, 1.490255169255118, 1.7011723782742836, 1.9211235860529976, 1.8132444376273473, 1.919064121497392, 1.8121598948950715, 1.6348651710470825, 1.8333532740403211, 1.541310160343315, 1.992873371258975, 1.7517414896051269, 1.8411414825626546, 2.00606368908765, 1.6557464341259254, 1.6106700810936407, 1.6172982458258662, 1.7388902912336588, 1.5313750120614649, 1.6590187323353673]",1.7927068690893273,0.13075876022401034
46,0,3,26,"[1.798570974187689, 1.7108804631780221, 1.7850960498653023, 1.9887266779322812, 1.9565688978184226, 1.8367605492051977, 1.8848707573776988, 1.7419819289957068, 1.7873050435189277, 1.7648273268906847, 1.933146291429441, 1.7165131900273585, 1.7548925340509107, 1.8267881429532276, 1.8620657491638017, 1.6076856482618636, 1.874520472388004, 1.880940386446425, 1.8956757142863838, 1.6405836732439913, 1.9173875011638541, 1.5033297622251405, 1.8376322983115998, 1.7958573530738522, 1.6202833146384603, 1.890543404523544]",1.7927068690893273,0.13075876022401034
47,0,4,29,"[1.8129706875524305, 1.780524793016185, 1.8993730582506898, 1.7467174857692156, 1.9122514148852052, 1.5371411694484156, 1.6936542783366968, 1.7679267522534639, 1.809059764034579, 1.895056874090205, 1.7576753289577778, 1.9077235667468828, 1.740317951734, 1.7110716529163228, 1.5804481050656942, 1.6118430460144682, 1.7615027474723837, 1.7372496700011852, 1.9598518021184632, 2.034612740494692, 1.815408648076114, 1.7879211653535187, 1.7807328051519336, 1.7370246877277515, 1.9548149601586853, 1.677519728822594, 1.6738256697225427, 1.6783894008306666, 1.6901880935099913]",1.7927068690893273,0.13075876022401034
48,0,5,25,"[1.716753518433313, 1.769522105940727, 1.741002341772462, 1.8922484188344046, 1.7451406026728669, 1.7506527360311364, 1.8520771023345892, 2.0018752751510047, 2.018099930800059, 1.7049656658385672, 1.8892729579974314, 1.9728553312718993, 1.7827957485632246, 1.9976517997145065, 1.9455232469242498, 1.808955785795776, 1.694091730739971, 1.875016037900403, 2.0839256612133594, 1.9404099249910955, 1.6291767605806435, 1.6418201253877416, 1.7960666391741442, 1.8554899964468674, 1.6651267193910066]",1.7927068690893273,0.13075876022401034
49,0,6,29,"[1.8180311311250799, 1.8165729795014764, 1.66293885700902, 2.0345168002813176, 2.028615964077199, 2.1297783012081184, 1.746202809553143, 1.7094053405093768, 1.7447210392464587, 1.6841676489250639, 1.9045857460895792, 1.742683149973231, 1.9471819446587872, 2.1020843833454683, 1.7426144811031794, 1.8635340646044756, 1.804861869551118, 1.7124639322954724, 1.9543924142120679, 1.8977494344424224, 1.7154366002645076, 1.6893629902628011, 1.9138802759143054, 1.7016427010939656, 1.752709662509441, 1.791152023063524, 1.6567122560076626, 1.7244141215517557, 1.7589307775043421]",1.7927068690893273,0.13075876022401034
50,0,7,28,"[1.6833087410758005, 1.638776246597562, 1.886968187025287, 1.8807309855093373, 1.7371661869567196, 1.8222254417906976, 1.8879641069290782, 1.5970612897009677, 1.5971877106748533, 1.6092127903571423, 1.7687771747340066, 1.8753452045176717, 1.7326014749094187, 1.9248003194686096, 1.9699016666587468, 1.564558486240863, 1.9895941920762539, 1.9333682984841185, 1.7492001303267775, 1.8610123574460002, 1.8051552263448762, 1.7803866313605066, 1.9626096624765852, 1.7287037549788087, 1.6926875668640529, 1.6906655798514842, 1.7990635113988662, 1.839402331962548]",1.7927068690893273,0.13075876022401034
51,0,8,23,"[1.7076482777543625, 1.775427730338889, 1.9028441308511455, 1.8504411164309402, 1.6158826071824115, 1.5535868741744903, 1.5876888430450622, 2.071222933636845, 1.8839961859876266, 1.6639806506011163, 1.4789620243875157, 1.943194994444918, 1.782736342527891, 1.9310297774462541, 1.7881929314880662, 1.5140744325465716, 1.7819415128542833, 1.926853007294547, 1.931690651523762, 2.081129756587345, 1.9290169415873408, 1.8291895853362408, 1.7816561817572854]",1.7927068690893273,0.13075876022401034
